date,text,rating,translated_text
2020-10-09,Be very carefull with this app. It's an xxx-- rated app,1,Berhati-hatilah dengan aplikasi ini. Ini adalah aplikasi berperingkat xxx
2020-09-11,Server login indonesia hanya bisa pakai nomor lokal (ga bisa pakai akun email/fb) terus ga bisa disambungin ke Smart TV,3,Server login indonesia hanya bisa pakai nomor lokal (ga bisa pakai akun email/fb) terus ga bisa disambungin ke Smart TV
2022-04-03,"setiap kali habis subscribe gak bisa dibuka, error terus
iOS 15.4.1",1,"setiap kali habis subscribe gak bisa dibuka, error terus
iOS 15.4.1"
2020-09-13,Please add “days to watch” on the movies that already been downloaded.,5,Silakan tambahkan “hari untuk menonton” pada film yang telah diunduh.
2020-09-04,Dari dulu dulu kek muncul :v,5,Dari dulu dulu kek muncul :v
2022-03-08,Gambar pecah2 mulu udah kaya kaki 😂 tiap pas gambar mulus langsung buffering ngulang lg pecah2 lg dah lah cukup sekali gue langganan. Besok2 no way. Netflix terbaik! Bye,2,Gambar pecah2 mulu udah kaya kaki 😂 tiap pas gambar mulus langsung buffering ngulang lg pecah2 lg dah lah cukup sekali gue langganan. Besok2 no way. Netflix terbaik! Bye
2022-05-29,"idk on system theres a download progress but on app it never reach 5% when  downloading and the result download always failed,pls fix  ( ios 15.5 )",3,"entahlah di sistem ada kemajuan pengunduhan tetapi di aplikasi tidak pernah mencapai 5% saat mengunduh dan hasil pengunduhan selalu gagal, tolong perbaiki (ios 15.5)"
2020-10-02,No TvOS app until now.,1,Tidak ada aplikasi TvOS sampai sekarang.
2020-09-09,"having had several attempts to cast the film to my airplay tv, which only gave me sound only no pictures, I searched the internet and the information given was to airplay from the my iPhone through tapping airplay icon which is supposed to be in the top right hand corner. I run again the app and could not find the above mentioned airplay icon. can you check again please, the version. thank you.",1,"setelah beberapa kali mencoba mentransmisikan film ke TV yang diputar, yang hanya memberi saya suara saja tidak ada gambar, saya mencari di internet dan informasi yang diberikan adalah memutar dari iPhone saya dengan mengetuk ikon pemutaran yang seharusnya ada di pojok kanan atas. Saya menjalankan kembali aplikasinya dan tidak dapat menemukan ikon pemutaran yang disebutkan di atas. bisakah Anda memeriksa lagi, versinya. Terima kasih."
2020-12-02,"Can’t be played using HDMI cable from IPhone, 1 Star for now",1,"Tidak bisa diputar menggunakan kabel HDMI dari iPhone, 1 Bintang untuk saat ini"
2022-05-12,"buffering melulu, padahal sinyal bagus",1,"buffering melulu, padahal sinyal bagus"
2020-09-05,No option to connect to chromecast,5,Tidak ada opsi untuk terhubung ke chromecast
2022-08-18,"Susah Login, kode OTP tidak masuk masuk",1,"Susah Login, kode OTP tidak masuk masuk"
2020-09-06,"Tidak bisa menggunakan chromecast dan smartTV, untung cuman ambil langganan sebulan doang..",1,"Tidak bisa menggunakan chromecast dan smartTV, untung cuman ambil langganan sebulan doang.."
2023-11-01,"Shame on you disney!! 100 years u try for making money from children, make a beautiful dream for them. But in the real life you’re a murderer. Murder thousands kids, or maybe millions? Bcause u’ve been around for 100 years, it means u’re a witness from the beginning when Palestine colonized. Then its not impossible that u’re contributed from the beginning!! Oh my God..",1,"Malu padamu disney!! 100 tahun kamu mencoba menghasilkan uang dari anak-anak, wujudkan mimpi indah untuk mereka. Namun dalam kehidupan nyata Anda adalah seorang pembunuh. Membunuh ribuan anak, atau mungkin jutaan? Karena kamu sudah ada selama 100 tahun, berarti kamu adalah saksi dari awal masa penjajahan Palestina. Maka bukan tidak mungkin kamu berkontribusi sejak awal!! Astaga.."
2023-11-03,Sorry i must to uninstall rn cz this app help and pro to israel. Say good bye!!! ✌🏻,1,Maaf saya harus menghapus instalasi karena bantuan aplikasi ini dan pro ke Israel. Ucapkan selamat tinggal!!! ✌🏻
2023-11-03,#IstandwithPalestine - Uninstalling and unsubscribe now,1,#IstandwithPalestine - Copot pemasangan dan berhenti berlangganan sekarang
2023-11-02,For god sake save palestine,1,"Demi Tuhan, selamatkan Palestina"
2023-11-02,"You support genocide.
You promote disgusting LGBTQ 🤮🤮🤮",1,"Anda mendukung genosida.
Anda mempromosikan LGBTQ yang menjijikkan 🤮🤮🤮"
2023-11-02,"you killed the doctor and military family IM STAND WITH PALESTINE , YOU DONT HAVE A HUMANITY !",1,"kamu membunuh dokter dan keluarga militer AKU BERDIRI DENGAN PALESTINA, KAMU TIDAK MEMILIKI KEMANUSIAAN!"
2023-11-01,"Harganya udah mahal bgt tbtb yg basic 65k 🤷🏻‍♀️tontonan disney banyak sisipan lgbt jg skrg, pro israel pula 😪 ngga lagi deh",1,"Harganya udah mahal bgt tbtb yg basic 65k 🤷🏻‍♀️tontonan disney banyak sisipan lgbt jg skrg, pro israel pula 😪 ngga lagi deh"
2023-11-01,Isi film banyak menyesatkan anak anak supaya menyesatkan mendukung LGBT dan penyumbang israel nauzubillah,1,Isi film banyak menyesatkan anak anak supaya menyesatkan mendukung LGBT dan penyumbang israel nauzubillah
2023-10-29,"Uninstalled. Never support a brand that support a genocide moves, right people on right side, stand for palestine.",1,"Dicopot pemasangannya. Jangan pernah mendukung merek yang mendukung gerakan genosida, orang-orang yang berada di sisi kanan, membela Palestina."
2023-01-16,"i can not log in to my account, i get OTP code from somebody’s phone number through whatsapp, becareful guys dont use that fake OTP.",1,"saya tidak bisa masuk ke akun saya, saya mendapatkan kode OTP dari nomor telepon seseorang melalui whatsapp, hati-hati kawan jangan gunakan OTP palsu itu."
2025-04-05,i have subscription on feb 6 2025 and how can disney make the double subsricption on 26 march 25 at single account??,2,saya berlangganan pada 6 Februari 2025 dan bagaimana Disney bisa berlangganan ganda pada 26 Maret 25 di satu akun??
2025-04-04,Dah exp date. Mau langganan lagi ga bisa pakai GoPay dah terdaftar katanya. Bgemana sih. Mana pembayaran cuma bisa pakai GoPay. Ga punya debit. Minimal bisa pakai shope pay atau app merchan lain kek. Akhirnya aku delete ajah aplikasinya. Ga ngebantu bgt. Payah. Capek2 loging berkali2 ga bisa 2 mau langganan lagi,1,Dah exp date. Mau langganan lagi ga bisa pakai GoPay dah terdaftar katanya. Bgemana sih. Mana pembayaran cuma bisa pakai GoPay. Ga punya debit. Minimal bisa pakai shope pay atau app merchan lain kek. Akhirnya aku delete ajah aplikasinya. Ga ngebantu bgt. Payah. Capek2 loging berkali2 ga bisa 2 mau langganan lagi
2025-03-31,"udah 2x beli paketnya dengan 2 akun sama sama ga bisa di gunain, disuruh upgrade terus di pake ga bisa, apl anyng",1,"udah 2x beli paketnya dengan 2 akun sama sama ga bisa di gunain, disuruh upgrade terus di pake ga bisa, apl anyng"
2025-03-30,Udah bayar lagi trus suruh bayar2 lagi. Capek dehhh,1,Udah bayar lagi trus suruh bayar2 lagi. Capek dehhh
2025-03-30,"gila ya? dikira langganannya murah? kalo ga bisa ke play lah, buffering connection lah, dll, yg bener aja? cuma mau nonton tenang aja sampe gabisa, yg bener dong, kalo mau patok harga mahal ya jangan dibikin buffering terus njir",1,"apakah kamu gila? Apakah langganannya dianggap murah? kalau tidak bisa main, apakah koneksi buffering, dll, benarkah? Saya hanya ingin menontonnya diam-diam sampai selesai, kenyataannya kalau mau bayar harga mahal jangan langsung buffering"
2025-03-27,Cannot change the payment method. You know what’s worse? They don’t even give you cancellation button.,1,Tidak dapat mengubah metode pembayaran. Anda tahu apa yang lebih buruk? Mereka bahkan tidak memberi Anda tombol pembatalan.
2025-02-13,Bagus bisa di mana aja film nya juga bagus bagus suka bgttt❤️❤️❤️😍😍😍,5,Bagus bisa di mana aja film nya juga bagus bagus suka bgttt❤️❤️❤️😍😍😍
2025-03-27,Tak bisa login/create akun,1,Tak bisa login/create akun
2025-03-27,"Please update your movie, your movie quality is not high as Netflix",3,"Harap perbarui film Anda, kualitas film Anda tidak setinggi Netflix"
2025-03-25,Even at 1080p it looks like it's compressed so horrible it looks like 240p on my ipad,1,Bahkan pada 1080p sepertinya dikompresi sangat buruk hingga terlihat seperti 240p di iPad saya
2025-03-14,Masa di konfirmasi bayar 1 bulan langsung potong saldo untuk satu tahun! Apk gajelas,1,Masa di konfirmasi bayar 1 bulan langsung potong saldo untuk satu tahun! Apk gajelas
2025-03-13,Mau subscribe aja ribet,1,Mau subscribe aja ribet
2025-03-12,"selalu dengan error to manyy user on your account, padahal mah yang kepake yg dihp🙂‍↕️ dan juga ui buat skip kadang ga jelas juga, gasmooth. terrible",2,"selalu dengan error to manyy user on your account, padahal mah yang kepake yg dihp🙂‍↕️ dan juga ui buat skip kadang ga jelas juga, gasmooth. terrible"
2025-03-10,"Sudah subscribe lewat telkomsel, tapi gak bisa muter film sama skali. Cuma suruh manage access terus2an, gak bisa diapa apain.",1,"Sudah subscribe lewat telkomsel, tapi gak bisa muter film sama skali. Cuma suruh manage access terus2an, gak bisa diapa apain."
2025-03-07,Currently living in china now i can’t even access the damn app why you won’t make me access my own country’s disney+ disney?,1,"Saat ini aku tinggal di Cina, aku bahkan tidak bisa mengakses aplikasinya, kenapa kamu tidak mengizinkanku mengakses disney+ disney negaraku sendiri?"
2025-03-06,"Login hanya di 1 perangkat smart tv, bbrp film gak bisa di play, selalu stuck gak mau main.",1,"Login hanya di 1 perangkat smart tv, bbrp film gak bisa di play, selalu stuck gak mau main."
2025-03-04,Why i can sign up? I am new here,1,Mengapa saya bisa mendaftar? Saya baru di sini
2025-03-02,"paid with gopay years ago, stopped the subscription and now i want to subscribe again. It kepts leading me to the gopay link and it says to input my phone number, but when i did, it saya my phone number is already linked. 
 
I cant even unlinked my
phone number?!?!?! seriously fix your app if you want people
to use it",1,"dibayar dengan gopay bertahun-tahun yang lalu, berhenti berlangganan dan sekarang saya ingin berlangganan lagi. Itu terus mengarahkan saya ke tautan gopay dan dikatakan untuk memasukkan nomor telepon saya, tetapi ketika saya melakukannya, ternyata nomor telepon saya sudah terhubung. 
 
Aku bahkan tidak bisa memutuskan tautan milikku
nomor telepon?!?!?! perbaiki aplikasi Anda dengan serius jika Anda menginginkan orang
untuk menggunakannya"
2025-03-02,"This your problem can’t connect to tv, still use ios phone to watching and connect only screen, stupid",1,"Ini masalahmu tidak bisa terhubung ke TV, masih menggunakan ponsel iOS untuk menonton dan hanya terhubung ke layar, bodoh"
2025-02-25,"Tidak dapat login, tombol validasi no hp tdk dpt d klik",1,"Tidak dapat login, tombol validasi no hp tdk dpt d klik"
2025-02-22,"Movie choices are good but very bad quality, always loading every 10 seconds",1,"Pilihan film bagus tapi kualitasnya sangat buruk, selalu dimuat setiap 10 detik"
2025-02-16,"after i watch on tv, i can’t continue watching other on my phone. said “too many people using your account right now” and i already unlog all from other devices even from my tv. and only on my phone rn. wthell???",2,"setelah saya menonton di TV, saya tidak dapat melanjutkan menonton lainnya di ponsel saya. berkata ""terlalu banyak orang yang menggunakan akun Anda saat ini"" dan saya sudah membatalkan log semua dari perangkat lain bahkan dari TV saya. dan hanya di ponselku rn. bagaimana???"
2025-02-14,"I was traveling overseas, now when i comeback to my country the Disney channel said my account not have",1,"Saya bepergian ke luar negeri, sekarang ketika saya kembali ke negara saya, saluran Disney mengatakan akun saya tidak punya"
2025-02-14,Kenapa saat ingin melakukan pembayaran susah banget sih . Udah pakai gopay tapi tetep aja gak bisa,1,Kenapa saat ingin melakukan pembayaran susah banget sih . Udah pakai gopay tapi tetep aja gak bisa
2025-02-14,"They claimed to be a woke streaming platform but all i can see in their newest series either focused on brown and black people or queer characters but no Asians characters? Whats up with that Disney? SO ARE YOU WOKE BUT ONLY FOR CERTAIN KIND OF RACES AND LGTBQ PEOPLE? Asians just keep sidelined in your channel! Youve only made MULAN and thats it. No new series based on Asian characters too? Your main cast in new series are either black, brown or queer. But yet no Asians?? As a main character in ANY OF YOUR  NEWEST SERIES AND MOVIES. Us asians should really stop using platforms that keep sidelining our ppl. They dont want to use us but they bankrolled so much from Asian countries. The Hypocrisy and the double standard showed by this kind of company is shocking!! And yeah im side eyeing you too the game company who made the series of emily delicious and wedding games.",1,"Mereka mengaku sebagai platform streaming yang terbangun tetapi yang bisa saya lihat di seri terbarunya berfokus pada orang berkulit coklat dan hitam atau karakter aneh tetapi tidak ada karakter Asia? Ada apa dengan Disney itu? JADI APAKAH ANDA BANGUN TAPI HANYA UNTUK JENIS RAS TERTENTU DAN ORANG LGTBQ? Orang Asia tetap saja dikesampingkan di saluran Anda! Anda baru saja membuat MULAN dan hanya itu. Tidak ada serial baru yang berdasarkan karakter Asia juga? Pemeran utama Anda di serial baru berkulit hitam, coklat, atau aneh. Tapi belum ada orang Asia?? Sebagai karakter utama dalam SERI DAN FILM TERBARU ANDA. Kita, orang-orang Asia, harus benar-benar berhenti menggunakan platform yang terus mengesampingkan masyarakat kita. Mereka tidak ingin memanfaatkan kami, namun mereka mendapat banyak dana dari negara-negara Asia. Kemunafikan dan standar ganda yang ditunjukkan oleh perusahaan semacam ini sungguh mengejutkan!! Dan ya, saya juga memperhatikan Anda, perusahaan game yang membuat rangkaian game emily lezat dan pernikahan."
2025-02-14,Sudah bayar dan langganan tapi dibilang akun tidak ditemukan. Wth!?,1,Sudah bayar dan langganan tapi dibilang akun tidak ditemukan. Wth!?
2025-02-10,👍🏻👍🏻,5,👍🏻👍🏻
2025-02-13,Baru saja bayar disney setelah 3 hari pake dan log out dan login lagi malah di suruh bayar lagi aneh,2,Baru saja bayar disney setelah 3 hari pake dan log out dan login lagi malah di suruh bayar lagi aneh
2025-02-08,good,5,Bagus
2025-01-25,i love anything aboout disney and princesss!!!! i looveeee this app so so SOOOOOooooO much! even though im 18 yo rn… i still want to meet my prince charming jusst likeee all of disneeys pyincess :3:3,5,"aku suka apa pun tentang disney dan putri!!!! Aku sangat menyukai aplikasi ini, SOOOOOOOOOO banyak! walaupun umurku 18 tahun… aku masih ingin bertemu pangeran menawanku seperti semua disneeys pyincess :3:3"
2025-02-08,"login di 3 device tapi nontonnya cuma pake 1 device, tbtb error anj gabisa ketonton ktnya error blablabla, gw bayar anj bukan ngehack, gmn sih disney tolol apaya, 65rb gw jd sia sia tai, yg bener lah anj ngasih kebijakannya tai, ini login doang gbs nonton buat apa babi, modern family gw udh 3 season tp malah gbs nonton emg anjinkkkk",1,"login di 3 device tapi nontonnya cuma pake 1 device, tbtb error anj gabisa ketonton ktnya error blablabla, gw bayar anj bukan ngehack, gmn sih disney tolol apaya, 65rb gw jd sia sia tai, yg bener lah anj ngasih kebijakannya tai, ini login doang gbs nonton buat apa babi, modern family gw udh 3 season tp malah gbs nonton emg anjinkkkk"
2025-02-07,Jelek,1,Jelek
2025-02-06,"I’ve already logged out my account from other devices, but still can’t play a movie or a series. It says “Too many people are using your account right now”. What a pathetic capitalism app is this?",1,"Saya sudah keluar dari akun saya dari perangkat lain, tetapi masih tidak dapat memutar film atau serial. Dikatakan “Terlalu banyak orang yang menggunakan akun Anda saat ini”. Sungguh aplikasi kapitalisme yang menyedihkan?"
2025-02-01,Tidak bisa menonton konten dengan alasan jaringan padahal jaringan kuat selalu di suruh coba lagi,2,Tidak bisa menonton konten dengan alasan jaringan padahal jaringan kuat selalu di suruh coba lagi
2025-02-01,"I have already paid for the subscription and registered an account, but I was not immediately logged into the app. Instead, it took me back to the initial registration process. When I entered my phone number, instead of receiving an OTP, I got an unclear incoming call. This is truly a scam.",1,"Saya sudah membayar langganan dan mendaftarkan akun, namun saya tidak langsung masuk ke aplikasi. Sebaliknya, saya dibawa kembali ke proses pendaftaran awal. Ketika saya memasukkan nomor telepon saya, alih-alih menerima OTP, saya malah mendapat panggilan masuk yang tidak jelas. Ini benar-benar penipuan."
2025-01-20,"how do i subs with gopay, it's so difficult and annoying, it's says that i've already link the number so i cannot use my number but it's still the same number that i use for gopay and disney🤦🏾‍♂️",2,"gimana caranya berlangganan gopay, susah dan jengkel, katanya udah link nomornya jadi gak bisa pakai nomorku tapi masih sama nomor yang aku pakai gopay dan disney🤦🏾‍♂️"
2025-01-20,bikin ga mood aja mau nonton masukin nomer kode otp ga muncul2 berkali2 request huf sebel,1,bikin ga mood aja mau nonton masukin nomer kode otp ga muncul2 berkali2 request huf sebel
2025-01-19,"Jelek banget, masa pake wifi gak bisa. Keterangannya harus matiin vpn. Lagian siapa yang pake vpn. Netflix aja bisa ko. Aplikasi ribet",2,"Jelek banget, masa pake wifi gak bisa. Keterangannya harus matiin vpn. Lagian siapa yang pake vpn. Netflix aja bisa ko. Aplikasi ribet"
2025-01-16,"Subscribed to premium annual..at first it run smoothly, but then after a few months i couldn’t login with new devices anymore (hasn’t exceeded 10 devices limit yet)..customer support doesn’t help, making it even worse instead (the app doesn’t even recognize my number anymore after i reported my problem)..",2,"Berlangganan premium tahunan..awalnya berjalan lancar, tapi kemudian setelah beberapa bulan saya tidak bisa login dengan perangkat baru lagi (belum melebihi batas 10 perangkat)..dukungan pelanggan tidak membantu, malah memperburuknya (aplikasi bahkan tidak mengenali nomor saya lagi setelah saya melaporkan masalah saya).."
2025-01-16,"I have 2 phones, 1 phone’s disney+ app cannot be used anymore once I travel. As for the other phone, I used e-sim & it somehow detected I’m abroad and cannot be used anymore, too. Then, I cannot log back in as it said my phone number is not subscribed, but when I check my subscription in my apple account, all subscriptions are still valid!

I paid for the whole year & I managed to only use for a month as I travel quite a bit. Now I only use netflix & diney+ is just wasting..",1,"Saya mempunyai 2 ponsel, 1 aplikasi disney+ ponsel tidak dapat digunakan lagi setelah saya bepergian. Sedangkan untuk ponsel lainnya, saya menggunakan e-sim dan entah bagaimana terdeteksi bahwa saya berada di luar negeri dan tidak dapat digunakan lagi juga. Lalu saya tidak bisa login kembali karena katanya nomor telepon saya tidak berlangganan, namun ketika saya cek langganan di akun apple saya, semua langganan masih valid!

Saya membayar sepanjang tahun & saya hanya dapat menggunakannya selama sebulan karena saya sering bepergian. Sekarang saya hanya menggunakan netflix & diney+ hanya membuang-buang.."
2025-01-13,"Metode pembayaran sangat ribet, mempersulit",2,"Metode pembayaran sangat ribet, mempersulit"
2025-01-15,"kode OTPnya mane woyyy, mau duit kagak",1,"dimana kode OTP nya wowyy, mau uang?"
2025-01-05,I feel very disappointed because every time I download it offline and two days later the download that I crossed got ios error code 42800 and the movie expired.,2,Saya merasa sangat kecewa karena setiap saya mendownloadnya secara offline dan dua hari kemudian download yang saya lewati mendapat kode error ios 42800 dan filmnya kadaluwarsa.
2025-01-04,oon,1,saya
2023-12-19,Why i cant get my otp code?,2,Mengapa saya tidak bisa mendapatkan kode otp saya?
2023-12-30,Copy paste,1,Salin tempel
2023-12-29,Error http_473 padahal gak connect vpn sama sekali,1,Error http_473 padahal gak connect vpn sama sekali
2023-12-22,Main potong saldo tanpa pemberitahuan!,1,Main potong saldo tanpa pemberitahuan!
2023-12-09,"I just renew my subscription. But why i can’t access in. It tells me connection error, but nothing’s wrong with my connection. Why?",3,"Saya baru saja memperbarui langganan saya. Tapi kenapa aku tidak bisa mengaksesnya. Ini memberitahuku ada kesalahan koneksi, tapi tidak ada yang salah dengan koneksiku. Mengapa?"
2023-12-18,what kemahalan sekli berlanganan 799 mendin beli seblak,1,what kemahalan sekli berlanganan 799 mendin beli seblak
2023-12-10,Make subtitle more large maybe. Or maybe like prime video settings.,2,Mungkin membuat subtitle lebih besar. Atau mungkin seperti pengaturan video prima.
2023-12-03,I keep miss touch the feature. like brightness or volume feature. stupid. and the screen keep being lock again and again,2,Saya terus rindu menyentuh fitur tersebut. seperti fitur kecerahan atau volume. bodoh. dan layar terus terkunci berulang kali
2023-12-09,Stop funding israel. You literally exist to give hopes to children of the world and yet you sent billions to kill the children of Palestine. Such a hypocrite.,1,"Hentikan pendanaan Israel. Anda benar-benar ada untuk memberikan harapan kepada anak-anak di dunia, namun Anda mengirimkan miliaran dolar untuk membunuh anak-anak Palestina. Sungguh munafik."
2023-12-08,Kita hanya bisa akses lewat nomor hp tidak ada alternatif lain seperti email atau apa pun itu,1,Kita hanya bisa akses lewat nomor hp tidak ada alternatif lain seperti email atau apa pun itu
2023-12-07,This is the last pay on my credit and have been uninstal forever,1,Ini adalah pembayaran terakhir pada kredit saya dan telah dihapus selamanya
2023-12-07,Can not Connect tv,1,Tidak Dapat Menyambungkan TV
2023-12-07,"Shame on You, uninstall!!",1,"Malu pada Anda, hapus instalasinya!!"
2023-12-06,Bad company,1,Perusahaan yang buruk
2023-12-05,"U pro Israel, i uninstall and rate 1",1,"Anda pro Israel, saya mencopot pemasangan dan memberi peringkat 1"
2023-12-04,Shame on you! We will remember! Never forgive!,1,Malu padamu! Kami akan mengingatnya! Jangan pernah memaafkan!
2023-12-04,"Duh Disney+ sering banget ga bisa download film pake cellular data untuk ditonton offline. Mana film yang nambah film jadul semua, mau download juga ga bisa. Jelek banget appsnya.",1,"Duh Disney+ sering banget ga bisa download film pake cellular data untuk ditonton offline. Mana film yang nambah film jadul semua, mau download juga ga bisa. Jelek banget appsnya."
2023-12-03,making children movies to murder children,1,membuat film anak-anak untuk membunuh anak-anak
2023-12-03,Your hand is full with blood of gaza people. I wish all those happen to you and your family bob iger. Because you deserve much worst life than Gazapeople have.,1,Tanganmu penuh darah warga Gaza. Saya berharap semua itu terjadi pada Anda dan keluarga Anda bob iger. Karena Anda berhak mendapatkan kehidupan yang jauh lebih buruk daripada yang dialami masyarakat Gaza.
2023-12-02,Making movies for kids but supporting terrorists who kill children in daily basis. Never watch again. Never subscribe again. May you rot and bankrupt.,1,Membuat film untuk anak-anak tetapi mendukung teroris yang membunuh anak-anak setiap hari. Jangan pernah menonton lagi. Jangan pernah berlangganan lagi. Semoga Anda membusuk dan bangkrut.
2023-12-02,Zionist👎🏼,1,Zionis👎🏼
2023-12-01,Never support a thing that support a children murder!,1,Jangan pernah mendukung hal yang mendukung pembunuhan anak-anak!
2023-12-01,"Bikin film utk anak anak, tp malah membunuh anak anak di palestine",1,"Bikin film utk anak anak, tp malah membunuh anak anak di palestine"
2023-11-30,"100 tahun membuat karya untuk menghibur anak2, sekarang malah mendukung pembantaian anak2 palestina oleh IDF 😡",1,"100 tahun membuat karya untuk menghibur anak2, sekarang malah mendukung pembantaian anak2 palestina oleh IDF 😡"
2023-11-20,"tidak bagus, tidak banyak genre film yg bagus",5,"tidak bagus, tidak banyak genre film yg bagus"
2023-11-29,"[just stay with netflix or other competitors, at least they are being honest]

Basically this company will raise your subscription fee from 199k to 799k/annual and user may cancel the subs if we can send notification 1 day prior due date, which is totally fine. 

Problem is they send this info to user not 1-2 days prior due date but ON THE SAME DAY ?! how we supposed to know, have time to consider & cancel the subs if we want to ? 

Is this your hacky way to scam your customer for higher revenue ? lol its not very ethical, its very shameful. Will definitely stop the subs & not recommend this to anyone.",1,"[tetap bersama Netflix atau kompetitor lainnya, setidaknya mereka jujur]

Pada dasarnya perusahaan ini akan menaikkan biaya berlangganan Anda dari 199k menjadi 799k/tahunan dan pengguna dapat membatalkan langganan jika kami dapat mengirimkan pemberitahuan 1 hari sebelum tanggal jatuh tempo, dan itu tidak masalah. 

Masalahnya adalah mereka mengirimkan info ini ke pengguna bukan 1-2 hari sebelum tanggal jatuh tempo tetapi PADA HARI YANG SAMA?! bagaimana kami bisa tahu, punya waktu untuk mempertimbangkan & membatalkan langganan jika kami mau? 

Apakah ini cara hacky Anda untuk menipu pelanggan Anda demi pendapatan yang lebih tinggi? haha itu tidak terlalu etis, itu sangat memalukan. Pasti akan menghentikan kapal selam & tidak merekomendasikan hal ini kepada siapa pun."
2023-11-29,Something went wrong that told,1,Ada yang tidak beres yang diceritakan
2023-11-28,Why did you make it so complicated when j want to stop my subscription. The price change drastically from 200k IDR to 800k IDR,1,Kenapa ribet sekali padahal saya ingin berhenti langganan saya. Harganya berubah drastis dari Rp 200rb menjadi Rp 800rb
2023-11-27,this app is made for kids but why you funding israel to KILL KIDS?!?!?!?!?!? i hope u rotten in jahannam,1,aplikasi ini dibuat untuk anak-anak tetapi mengapa Anda mendanai israel untuk MEMBUNUH ANAK-ANAK?!?!?!?!?!? kuharap kamu busuk di jahannam
2023-11-27,gajelas biasanya 39rb ini jadi 119rb perbulan??? lu gajelas,1,gajelas biasanya 39rb ini jadi 119rb perbulan??? lu gajelas
2023-11-27,Ga suka aja,1,Ga suka aja
2023-11-27,The movie collection is not so good and the number is little.,1,Koleksi filmnya kurang bagus dan jumlahnya sedikit.
2023-11-26,It isn’t stay for humanity,1,Ini bukan untuk kemanusiaan
2023-11-26,uninstall!!!!,1,hapus instalannya!!!!
2023-11-26,Uninstall !! Go to hell !,1,Copot pemasangannya!! Pergilah ke neraka!
2023-11-26,I don't want to use products that support genocide,1,Saya tidak ingin menggunakan produk yang mendukung genosida
2023-11-25,I do not recommend you to use this application for many reasons,1,Saya tidak menyarankan Anda untuk menggunakan aplikasi ini karena berbagai alasan
2023-11-23,Shame on you,1,Malu padamu
2023-11-22,udah instal kok gak bisa dibuka ya,1,udah instal kok gak bisa dibuka ya
2023-11-21,"Failed to download, so may times.",1,"Gagal mengunduh, mungkin berkali-kali."
2023-11-21,"Shame on you, application for children that support genocide",1,"Sayang sekali, aplikasi untuk anak-anak yang mendukung genosida"
2023-11-21,"Uninstall, aku lebih milih nonton loki di website ilegal! Saya bersama palestine!!!",1,"Uninstall, aku lebih milih nonton loki di website ilegal! Saya bersama palestine!!!"
2023-11-20,👎🏻👎🏻👎🏻👎🏻👎🏻 disappointed,1,👎🏻👎🏻👎🏻👎🏻👎🏻 kecewa
2023-11-19,Bad app,1,Aplikasi buruk
2023-11-17,"I try to find a movie that I checked that I could watch on this app, but always says it’s not here, I don’t know how I can fix it??",3,"Saya mencoba mencari film yang saya periksa yang dapat saya tonton di aplikasi ini, tetapi selalu mengatakan film itu tidak ada di sini, saya tidak tahu bagaimana cara memperbaikinya??"
2023-11-18,"Creating dreams for children, but instead financing and funding the murder of thousands of children. You are not human. You just need our money to kill them! Inhumanity!",1,"Menciptakan impian untuk anak-anak, namun malah membiayai dan mendanai pembunuhan ribuan anak. Anda bukan manusia. Anda hanya perlu uang kami untuk membunuh mereka! Kebiadaban!"
2023-11-18,Jangan download,1,Jangan download
2023-11-18,Never use this app again….i stand for palestine,1,Jangan pernah menggunakan aplikasi ini lagi….saya membela palestina
2023-11-18,Skr jd malas langganan krn mahal,1,Skr jd malas langganan krn mahal
2023-11-17,do it,1,lakukan itu
2023-11-17,Ternyata support isriwil,1,Ternyata support isriwil
2023-11-16,Genocides support👎🏻 Shame on you! You are murderer!,1,Dukungan genosida👎🏻 Anda memalukan! Anda adalah pembunuh!
2023-11-15,"I pay already but i cant waching, need subscribe i try to subscribe but cant, the notification is i did’t member but i already pay . How can liket this ?",1,"Saya sudah bayar tapi tidak bisa menonton, perlu berlangganan saya coba berlangganan tetapi tidak bisa, notifikasinya saya tidak menjadi anggota tetapi saya sudah membayar. Bagaimana bisa menyukai ini?"
2023-11-15,Un install dri hp saya,1,Un install dri hp saya
2023-11-15,You murd*rer child. Didn't you suppose to make every children happy? Didn't you suppose to make a good memories with every children in the world?!,1,Kamu membunuh anak kecil. Bukankah kamu seharusnya membuat setiap anak bahagia? Bukankah kamu seharusnya membuat kenangan indah dengan setiap anak di dunia?!
2023-11-15,Realy dissapointed the studio i used to growth with now start becomes an LGBTQ+ propaganda for the kids…,1,Benar-benar mengecewakan studio yang dulu saya kembangkan sekarang mulai menjadi propaganda LGBTQ+ untuk anak-anak…
2023-11-15,No thanks.,1,"Tidak, terima kasih."
2023-11-15,"Kualitas jelek, mending netflix. Mana lu nyumbang buat zionis bunuh warga2 palestina lagi. Rasain Awal2 kehancuran lu",1,"Kualitas buruk, Netflix lebih baik. Di manakah kontribusi Anda terhadap Zionis yang kembali membunuh warga Palestina? Rasakan awal kehancuran Anda"
